"extension","force_f","retraction","force_r"
4407.283592,-8687.191258,4407.941366,-8729.796153
4407.397127,-8683.133649,4408.051929,-8731.824957
4407.510649,-8681.104845,4408.162482,-8733.853762
4407.624157,-8679.076041,4408.273026,-8741.96898
4407.737652,-8672.989627,4408.38356,-8743.997784
4407.851134,-8675.018432,4408.494085,-8748.055393
4407.964603,-8677.047236,4408.6046,-8743.997784
4408.078059,-8670.960823,4408.715106,-8748.055393
4408.191501,-8668.932018,4408.825602,-8746.026589
4408.30493,-8672.989627,4408.936089,-8743.997784
4408.418346,-8672.989627,4409.046566,-8739.940175
4408.531749,-8670.960823,4409.157034,-8735.882566
4408.645139,-8675.018432,4409.267492,-8735.882566
4408.758515,-8677.047236,4409.377941,-8733.853762
4408.871879,-8675.018432,4409.488381,-8729.796153
4408.985229,-8679.076041,4409.598811,-8727.767348
4409.098566,-8675.018432,4409.709232,-8733.853762
4409.21189,-8672.989627,4409.819643,-8733.853762
4409.325201,-8672.989627,4409.930045,-8727.767348
4409.438499,-8675.018432,4410.040438,-8729.796153
4409.551784,-8670.960823,4410.150822,-8731.824957
4409.665056,-8670.960823,4410.261196,-8731.824957
4409.778315,-8668.932018,4410.37156,-8733.853762
4409.89156,-8675.018432,4410.481916,-8739.940175
4410.004793,-8672.989627,4410.592262,-8737.911371
4410.118013,-8675.018432,4410.702598,-8737.911371
4410.23122,-8672.989627,4410.812926,-8739.940175
4410.344413,-8675.018432,4410.923244,-8733.853762
4410.457594,-8681.104845,4411.033553,-8735.882566
4410.570762,-8679.076041,4411.143852,-8735.882566
4410.683917,-8681.104845,4411.254143,-8737.911371
4410.797059,-8681.104845,4411.364424,-8737.911371
4410.910188,-8681.104845,4411.474696,-8735.882566
4411.023304,-8681.104845,4411.584958,-8737.911371
4411.136407,-8681.104845,4411.695212,-8743.997784
4411.249497,-8679.076041,4411.805456,-8746.026589
4411.362575,-8675.018432,4411.915691,-8743.997784
4411.47564,-8677.047236,4412.025917,-8752.113002
4411.588691,-8675.018432,4412.136134,-8750.084198
4411.70173,-8677.047236,4412.246341,-8750.084198
4411.814756,-8677.047236,4412.356539,-8748.055393
4411.927769,-8675.018432,4412.466729,-8750.084198
4412.04077,-8677.047236,4412.576909,-8748.055393
4412.153758,-8679.076041,4412.68708,-8750.084198
4412.266732,-8683.133649,4412.797242,-8743.997784
4412.379695,-8685.162454,4412.907394,-8743.997784
4412.492644,-8685.162454,4413.017538,-8741.96898
4412.60558,-8683.133649,4413.127673,-8741.96898
4412.718504,-8687.191258,4413.237798,-8739.940175
4412.831415,-8691.248867,4413.347915,-8733.853762
4412.944314,-8687.191258,4413.458022,-8733.853762
4413.057199,-8687.191258,4413.56812,-8737.911371
4413.170072,-8689.220063,4413.67821,-8739.940175
4413.282933,-8691.248867,4413.78829,-8743.997784
4413.39578,-8687.191258,4413.898361,-8743.997784
4413.508615,-8681.104845,4414.008424,-8743.997784
4413.621438,-8679.076041,4414.118477,-8752.113002
4413.734247,-8679.076041,4414.228521,-8754.141807
4413.847045,-8675.018432,4414.338556,-8754.141807
4413.959829,-8677.047236,4414.448583,-8754.141807
4414.072601,-8675.018432,4414.5586,-8758.199416
4414.18536,-8668.932018,4414.668609,-8752.113002
4414.298107,-8672.989627,4414.778608,-8752.113002
4414.410841,-8668.932018,4414.888599,-8750.084198
4414.523563,-8668.932018,4414.998581,-8752.113002
4414.636272,-8664.874409,4415.108553,-8748.055393
4414.748968,-8668.932018,4415.218517,-8741.96898
4414.861652,-8664.874409,4415.328472,-8737.911371
4414.974324,-8662.845605,4415.438419,-8735.882566
4415.086983,-8662.845605,4415.548356,-8731.824957
4415.199629,-8664.874409,4415.658284,-8733.853762
4415.312263,-8656.759191,4415.768204,-8727.767348
4415.424885,-8658.787996,4415.878115,-8729.796153
4415.537494,-8662.845605,4415.988017,-8727.767348
4415.650091,-8662.845605,4416.09791,-8729.796153
4415.762675,-8664.874409,4416.207794,-8727.767348
4415.875247,-8672.989627,4416.31767,-8727.767348
4415.987806,-8675.018432,4416.427537,-8733.853762
4416.100353,-8679.076041,4416.537395,-8731.824957
4416.212888,-8687.191258,4416.647244,-8731.824957
4416.32541,-8691.248867,4416.757084,-8733.853762
4416.43792,-8689.220063,4416.866916,-8735.882566
